name,city,state,latitude,longitude,rating,types,working_hours,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8
Daniel Roy,Miami,FL,40.7343556,-73.9945139,5,Magician,Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: 5:30–10 PM; Sunday: 4–8:30 PM; Monday: Closed,https://lh5.googleusercontent.com/p/AF1QipPKABR-KTswYAyXatajK4ehWmFizBECbqCHy3bh=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipM40nzWZYbU87gka--lYTE_V3R9HB4vrCPYImsy=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMwUyYNZX02mfi201KMtnlrdnnj_Ke84wEBY9Tr=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipNrmj3y9fvRxdhg4GfW-cJ2sYFYTYDpwvaiZ-iJ=w203-h184-k-no,https://lh5.googleusercontent.com/p/AF1QipPfXylTsuRHieB63WGayO2uHbkR4RnP17uufO7N=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipONNCHJ-Lnz1ZXHUlPN6b9tRPgVIDVJK1aI-iaA=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOYSdm695srlLoFnoQJAsmybw5upOiGU6irmYcQ=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipO8ZqXNPDl1SeVZpDnS2M-O8iOOQeGPtsnQHA6d=w203-h203-k-no
Andy Magic,Miami,FL,40.7493238,-73.9759092,5,Magician; Consultant; Entertainer,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPUiFi-zQ8VSCuTN483PWDM1vVXerbX-mXL5DDy=w203-h113-k-no,https://lh5.googleusercontent.com/p/AF1QipNJICj67uwSGVyRWfC48lxifYlLYMQ_ZTss2bKa=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMo16wRl87_xQRG1zQn_K7Nci2Vlyj21FP2S2uD=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNs56NjKYBkzMAdjL8jvmHW4Tjr45XjUEkn-Sqb=w222-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipP0BqAyUeWImGbjBSCLZWrNmW0cTCbReUg6-CRy=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNEGSfsHbgYCdOsZIK094LhIxCWHzwan_1R0iWh=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipM8QrFOtDXR3LGtk_SzE2KGZhmIvdGkevH8DBju=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOypz2u5-Efxuk8yUeTs2j5WzFgOcF1mzsPG-dz=w203-h185-k-no
Urban Illusions,Miami,FL,40.7269576,-73.985139,5,Magician; Theater production,Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 5–11 PM; Saturday: 5–11 PM; Sunday: Closed; Monday: Closed,https://lh5.googleusercontent.com/p/AF1QipMKBbc0Bs9edMdVzRmx1AF7WERZPu6D7nexsdhw=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipO2rQzGTwle-7KT6qI_ShNeOynQmnks_-Ga2Q41=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOcW62NmICOTUF-z2FhwOti_4yoPK6_PSzcUKq9=w222-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipNHJFerySGcV2cd7K6GSCCta0A9qt0ZbdIpOKWT=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipPl2FZCQhw7Ha8UsqttZO1an7kWmQ01nR7z6ZZ1=w222-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipNuLGig0EhzYBkW7x1NlNo20LMBU-UOozGr1LEw=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPqXghuGtCHs-jtwWy69SJ8D8j69awPKShwCf5n=w203-h113-k-no,https://lh5.googleusercontent.com/p/AF1QipOERsELapcrk4Nuj0a_XRB7AxeYGf1l7c-mc5hK=w203-h152-k-no
Joshy K,Miami,FL,41.3032885,-75.1893547,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMH8_QxKC0_rBmAvkqYwOjJIGB0ISRLUsbnKUM5=w203-h148-k-no,https://lh5.googleusercontent.com/p/AF1QipPCQNf0jIMU4qcI-Nk1A2fmwTOX8VpuML9aoA_U=w203-h111-k-no,https://lh5.googleusercontent.com/p/AF1QipMywHW5FdxDft35BUkSgx3IzSfIXa6zKTlzsyxd=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOrGQKLUzE8_nD5QI8fAqZucuXnhvKXeCewsMMx=w203-h247-k-no,https://lh5.googleusercontent.com/p/AF1QipPOsgcHUdGmhviA72KVss1VwNgb51Y69v5lfizL=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMYy5rVRpAQA4FdYKOK3xlVqFvIBJ_XMZLQHdDR=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMCOsMV7yXIY5b-kGrqKKfRuDHHnnwzFuowrO7_=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPFqAg1qXFNqt60FkvARpW9of29-7W8FA3v1Xn7=w203-h262-k-no
Arnie Kolodner,Miami,FL,40.7541122,-73.9671349,5,Magician,Tuesday: 10 AM–10 PM; Wednesday: 10 AM–10 PM; Thursday: 10 AM–10 PM; Friday: 10 AM–10 PM; Saturday: 10 AM–10 PM; Sunday: 10 AM–10 PM; Monday: 10 AM–10 PM,https://lh5.googleusercontent.com/p/AF1QipOhZE592688ZrXWci5IDy7sId4IGbOnw5CHN-9a=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPQFY4D5ZUYHNYoYkilAoDzQUbbzvFpQDMdEDMt=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipP4NZcqOz7BsqnVhhPY37r-rPUwTUHIVr2GlF4K=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOfPuxleVfQ843MEfqFPsHIIHe69553Id2F6v3g=w203-h134-k-no,https://lh5.googleusercontent.com/p/AF1QipPq4aoMhY-723jQfE08bxCLJbk2q4ZnqLS3_PXx=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipP_PbmYvyXOLf7UPUEfebU9DV62C8QsK-qfi2RS=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOnM6dK1GColmLaLVjVuWoci55BN7Z7b5eduMW4=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipNJ5o-d267qitlbAYiMpmLkxy7r0qEktVOYO7Lu=w203-h143-k-no
Nothing Here Is Real,Miami Beach,FL,40.756008,-73.9822798,5,Magician; Entertainment agency; Event planner; Theater production,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMWn8_rjx_ISOV80NK8nz77osP6hnWTJDkFu2Ra=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOXz1qOZTA-4qezSg4ZYAASZZEyGTSm-NLGZd4N=w203-h145-k-no,https://lh5.googleusercontent.com/p/AF1QipNg-lknrvwB5cPmtkr2z8Oip19TBnJVfpDaQ6hw=w250-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipNCldgbnWEM7beHeL6Fz3Zpbw003od3Tf6rpODB=w203-h145-k-no,https://lh5.googleusercontent.com/p/AF1QipMLvFlZnPk-X99yITkCdmQk4m-ARkE3VzBF0Anx=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMjylvKJWC0xvad-TxQPq1t4WsIIipF2I9ZK1sz=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNDaF2XFOJgh7fh4qrjyeNufJXKhEnwOEPznCYQ=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMghUOR5gQVV57BB7mqX7Mu7t350nKraGqcd1Z6=w203-h284-k-no
Brian McGovern,Miami,FL,40.419584,-73.6705386,5,Magician; Entertainer; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMnQL7Yni8hjf4u4I0ANKrgjLKkPHxjA1dxCltm=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPJ08o9v_0kCR9TQY7MflvrrD15fwZqBvuu8-AA=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMkn3Vkaos7bOyaUZqc46reN_r_U-T2komWrqzP=w203-h138-k-no,https://lh5.googleusercontent.com/p/AF1QipMMO_TcS-1gVyBGwcjXFlrRJZjkou3e1EXgcTmq=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNnqeFdGnkLNCwnWJnmENZnGfKQTbUJl22hrl6b=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipN6qkmqgvG_hfgtJv5UqNdMVWotHCncwN-h9kOc=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNiybtlMmZOdU2yJkQdxJraXEQ4neaKgA9MsvXr=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNZm_KPb1A9VuKKeoqnECiUZrp1Wiu0utAtiuSF=w203-h115-k-no
Tannen,Miami,FL,40.7497331,-73.9869243,4.7,Entertainer; Magic store; Gift shop; Toy store,Tuesday: 11 AM–6 PM; Wednesday: 11 AM–6 PM; Thursday: 11 AM–6 PM; Friday: 11 AM–6 PM; Saturday: 10 AM–4 PM; Sunday: Closed; Monday: 11 AM–6 PM,https://lh5.googleusercontent.com/p/AF1QipM2yud-TPxbVwxGXIUwH9q32cxHfpskkuZesGq6=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipMdHtWox0QT0QxNEr9PQwcB1XLHK07Ky_GxDdTp=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipN1VvMluBw6MwSnFgt4R1EYibIH_nIxaaArALMb=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMP-S7QANeOLgzwpwBwGxFLn8LZ76DrexD0XWHV=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipPFs5MLwudzVkRSvWj6QB-HAkQm8BT8mot2EJUo=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOfHomhAYn7KOqusqcYL4N2b2iItk6H2b2yRlVD=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNWo2V_9w8IBCY273mTUFPkEjlt6cdwHdBzCF3A=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipPqZUjVd6SYuJ1VGhWlsdgh5GkIzfWkkOKimgKn=w203-h152-k-no
Ryan Kane,New York,NY,40.8011586,-73.9371801,5,Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOMzPDeDIQqgAnsj78QYv4FskIabrcT6tfHl_4K=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNAmw54czpCO9wXQTyixxbZaVzBPcbEz9viRyw6=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipP68iuRmHGrlmgTJc_cRSajRWeOIYLlaAwA5BZx=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMU1hR41HJzTrqHNmaBstiSgz1TGLeuWC8is0nG=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNfYs2PiUfbOpyf-XekoTLd6WzPd9Vj9Pg_GxWL=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMMxX9Q7qh53CmrKYctP83uUIC48JgS1kk4kq2Y=w203-h165-k-no,https://lh5.googleusercontent.com/p/AF1QipNwBrF8u0GOwrj6x5L9w-6Ys1RoZJXdOhtfCjWk=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMZm6JgVGlsw9TL00qjnNQz5py5F_vYxOaEXD4r=w203-h152-k-no
Magic,New York,NY,40.7633711,-73.989394,4.6,Entertainer,Tuesday: 8–10 PM; Wednesday: 8–10 PM; Thursday: 8–10 PM; Friday: 8–10 PM; Saturday: 8–10 PM; Sunday: 8–10 PM; Monday: 8–10 PM,https://lh5.googleusercontent.com/p/AF1QipO_lA2v25yfiVbDPgEmu5EgGuVwg7gN3z8-pkwX=w203-h235-k-no,https://lh5.googleusercontent.com/p/AF1QipPthW-ACCI8lbjMQbpEMERRk3aA7N-TRewxzm-Y=w203-h166-k-no,https://lh5.googleusercontent.com/p/AF1QipM-93UhMixdCAhxAi0bnHrTBaecv7V3DdcHHo5C=w203-h203-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HHeCTuQvi93Zl5QQ1fibvQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=302.05133&pitch=0&thumbfov=100,,,,
Harrison Kramer,New York,NY,40.6974881,-73.979681,5,Magician; Artist; Consultant; Entertainer; Entertainment agency; Service establishment; Event planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOk-3U57UlEN4ROptbKtp4RFBvq_xuId4OH7VRM=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNmDI40IaQ-N36NrkL4vBP2zcaYYe9opo3YaKfi=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMSdD9ITO9nhwnbApcY2NJVb3Z4Kvf_AnpJ0IGB=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMVJk3LNdGINHMFnxl0uDIJ6TN8_jrjQeY7vOHJ=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipO4uGLHSlFm6A34KTL0F5KCPXMISPK59sdjrjOf=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPU5BuO6nh54o7pC333ub2OplOwdme48gLTLCf6=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipPiUaVOZhRcQD4lZ3aBQYbN8bA3WcyULV9H1KqJ=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNTI5tfpCSRTqDG-lthZZezcE53j-inW--ioBmH=w203-h152-k-no
Dave,Brooklyn,NY,40.8870505,-73.9099639,5,Magician; Children's party service; Entertainer,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPP-pQniqGkz3SFA5C2A_mM2AFNDSP1r7Za5K4W=w203-h199-k-no,https://lh5.googleusercontent.com/p/AF1QipNv7sdhdnULryKFsAy48iSeVZcxSnQ6BLbp4jPC=w203-h172-k-no,https://lh5.googleusercontent.com/p/AF1QipOFUGNansvpZokrho-hi0Zq9dnHA4Cl9wyWYu2s=w203-h284-k-no,https://lh5.googleusercontent.com/p/AF1QipOXLFECOKAr1oJJHGp9VplDlpIq0ntoiVgo27QK=w203-h134-k-no,https://lh5.googleusercontent.com/p/AF1QipPH1cvE4p2lKfGIyW0JoGcSTqdndtdjx-FWXj9C=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMTSK-vfripCPpz2M1c68zPwVX8pg61IaW52DA7=w203-h360-k-no,https://lh5.googleusercontent.com/p/AF1QipPA_G49Qz33r-FXs8qmRvrtmK1ByfbiQe-08fkT=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMjudv6AN07AUxvQI2qifBPjcLQv2CuPQTDTkPi=w203-h190-k-no
Gary Ferrar,Brooklyn,NY,41.0721146,-73.0248585,5,Magician; Entertainer; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPm1Uihgwi1JFnDnrgFBDo09a0gVFZUdHKIR-P7=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPmIMZJi9VFz_V1t-Jr6WxCWMoge_ozYNgReXiK=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPmuElckeLHF61S-zTkkDOvtx-I0B2V7Er46jxk=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNcjgcpos_2aYyn06TAvrR5x277Rptvr3gpTkDO=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPJ0-XrHw_fyQXNQyhv5Duxe4Xg8i5dH2OmDDla=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMIqg3fnZnk91d3Ay36RK1tBy90OJVIxEbiJaHX=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNg-3x5j5VGhIM38qmYrlqBRp0HnNKxLQisKSfB=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPrV0pjkKq1Yv1U_VzuQ5nnKDoXNAQ0ERbWCbwr=w203-h270-k-no
Madeleine,New York,NY,40.7353104,-73.9865275,5,Magician; Balloon artist,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMKFLrj5FZ978eXGouaQvNm5fxYiMtKPERChlGu=w203-h305-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IHnM1tWqRp0W2dv4zGrIVg&cb_client=search.gws-prod.gps&w=203&h=100&yaw=209.28004&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipNsvuCc7dS0arvitasXJrxR4aI6_b6WyPaLBXgt=w203-h122-k-no,https://lh5.googleusercontent.com/p/AF1QipMRh_-Z2HQJiv8mr279VlExv-AH4hlRDIyF9Zdx=w203-h279-k-no,https://lh5.googleusercontent.com/p/AF1QipMmh1hEye76aNEbabRkxHLSpgwjznRmEDXNrvIe=w203-h272-k-no,https://lh5.googleusercontent.com/p/AF1QipOCsT0OonUQvl9cRCQvMYNM_0xH6WiuFc7hLvRl=w203-h135-k-no,,
Silly Billy,New York,NY,40.7368788,-73.9941595,5,Magician,,https://lh5.googleusercontent.com/p/AF1QipM3L89AP73Lk6xbgZq1hFBSWxvesErS4-iC91bF=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNJfVtISeBwP4EJw_Wnd4yEkmgmPYQuoo5l9Ehx=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipP5W9ZfRzojssKRFRH7wZz9ops4ZJhA8A8Jwv17=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPwndmJ9yOffnK0rjhjnun6lxDjhI7jVArT40iV=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNhYzgJC_-orF1ntHwJz2Jjw14APsCKKfyP13-a=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOSbC9Nvr-aYgTEoqYtEg4WVyTgXidduztQCyXa=w203-h199-k-no,https://lh5.googleusercontent.com/p/AF1QipMuxwom4isp545sxiXORHAcODajJzUt6puj-p4g=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPUoSBdM_vwo5Nu3VoJYyPUPmgDsgmofM09RECh=w203-h152-k-no
Andy Gersh,New York,NY,40.6974881,-73.979681,5,Magician; Entertainer; Service establishment,Tuesday: 9 AM–5 PM; Wednesday: 9 AM–5 PM; Thursday: 9 AM–5 PM; Friday: 9 AM–5 PM; Saturday: 9 AM–5 PM; Sunday: 9 AM–5 PM; Monday: 9 AM–5 PM,https://lh5.googleusercontent.com/p/AF1QipMoYDKNxk2N5O4nph9GEg6hhI2g-sprItTjgNCB=w203-h223-k-no,https://lh5.googleusercontent.com/p/AF1QipNKzG_gpnva1-R-ocUrPWlnCOiLopqUfaHklPzj=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOWu4OQmH_NUvNFI5SJDWJz5lpgc4Lc6ODlKF4U=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPiaq3Wp_CFL_pOusWWt8Bxzn7U562NJD9RXsbu=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipORCeC1ztuHsEKDn3vIojE0UtJJOkGP2Gjfxj3M=w203-h201-k-no,https://lh5.googleusercontent.com/p/AF1QipM068ZelwaWUY-ahNHyhPdY-zUdFp2EWHmjVGWL=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMXnCfBjR6BMPyMj8f0qE4DeUDFdeayhwtlYtKd=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipM4Kght4SsHaUAuSxFyhYOnCuQsbR_Q7ghJErWl=w203-h142-k-no
Marc,New York,NY,40.7930767,-73.9687234,5,Magician,Tuesday: 9 AM–5 PM; Wednesday: 9 AM–5 PM; Thursday: 9 AM–5 PM; Friday: 9 AM–5 PM; Saturday: 9 AM–5 PM; Sunday: 9 AM–5 PM; Monday: 9 AM–5 PM,https://lh5.googleusercontent.com/p/AF1QipP8tJh25Rg8OWldi3qg4DXRzjy-tVP7Q7OUJo_3=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMWeY6tBiR6djbKSFzjirD74oosCSod1QEwGvZN=w203-h206-k-no,https://lh5.googleusercontent.com/p/AF1QipNhjwAvjh347F24Yt8hoqJ2RL_dC-RRowf8dbhh=w203-h274-k-no,https://lh5.googleusercontent.com/p/AF1QipNROdILIxpIkBT7xTttxuq_m9d1E7Gf4M0EDfy5=w203-h314-k-no,https://lh5.googleusercontent.com/p/AF1QipMrnws7sas-l0SQLQq5wj5v8PzXsqNhR4NW4dqz=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNHZekjJVP07tPxHKn8hsmTBbg1NW6vyWV_ORGx=w203-h164-k-no,https://lh5.googleusercontent.com/p/AF1QipNNpy34LGjiKxwT630uat1cupBnTFFED1Y-eXBc=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOFooipAN428dUm1uTRdUnoHW5lrAaQw7fyLqFb=w203-h229-k-no
Sam Eaton,Brooklyn,NY,40.7451951,-73.9858086,4.5,Magician; Entertainer; Entertainment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOmUihYLZeNB-_5bkRKVrkKzg8lW1vdTi1hk-C0=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOhtqo7fcf2w7YNpZ52lo0zwlXhEaGl-R-fqgMN=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipP-rWyt1z06PB4lSDqsPnRLF7D9UO7BMwp2LQob=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMCSvjY-ewNg5Sm8N4W0f20GhPdRYWhzvRh2nRM=w203-h120-k-no,https://lh5.googleusercontent.com/p/AF1QipN-y3WWENZOPgosBLSjCErCIvbJ5q_XmAchLVfI=w203-h156-k-no,https://lh5.googleusercontent.com/p/AF1QipPgyLH22_cZvZQVvDwr9Y7se1E-bbuXbPs35e7Q=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOxNIldhbff_nGa0H44mTgvQ9cDCelsUYpvXSAi=w203-h146-k-no,https://lh5.googleusercontent.com/p/AF1QipPZNzJQgPJBO4z2VRRrewaks2L0fUOYVyVgGp35=w203-h196-k-no
Allen He,New York,NY,40.419584,-73.6754126,5,Magician; Entertainer; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPFgupZUCwQ2bFNPimnz1Om7TmHT1x1--iWozzT=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipN3ELUe8vL5Sww_WVgxxto4-yGs_F5QneFmXyAg=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPf0ov3-KLudWFyFLi-C5Dd-bFpB0DYCj99VFHG=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMtFLiP1V_08N2Bg2sZA_jcQHRXfQVN5jEjOcoN=w203-h136-k-no,https://lh5.googleusercontent.com/p/AF1QipMZwMx5E__CBuAhfEc7-yqbSXNptxObjXf8Bpit=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPH8ctg__aS5Sbdc0uL1l916S0RGf84Qn6uComs=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOUZREMZ7xqnxnJvskrbc6228YrJNfuTe58yalm=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOSL6vPZnHr_0EXBtBC1hr29keAsRdsaW3yVUgc=w203-h135-k-no
Magic.,New York,NY,40.83125,-73.8164075,4.9,Magician; Balloon artist; Entertainer; Service establishment,Tuesday: 9 AM–6 PM; Wednesday: 9 AM–6 PM; Thursday: 9 AM–6 PM; Friday: 9 AM–10 PM; Saturday: 9 AM–5 PM; Sunday: 9 AM–5 PM; Monday: 9 AM–6 PM,https://lh5.googleusercontent.com/p/AF1QipOjGJb_eS6ABKWFRwR9za_Z6rGYBrzbnuF-szPO=w203-h161-k-no,https://lh5.googleusercontent.com/p/AF1QipOAg2XM9TinRJOzTnBQCmBr2hSbThMl41OVmQN8=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNQ87ifcBzQSJyQyyH6b9XoVljn2PUZWJ5tOU94=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMaNyTne3Go1Q_2oErR8knZdtKMHnEtWbcIARkL=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipM8sIDyC44hYlO7mIpLIPtAfIr-NU1G7uaJbAHh=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNMDHOtyObiRMpVG3z7RSpgopbu_wUTe96j4BHK=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNMwKaCew-wjgkVBMx7A8r21vJR0CQ1KiVWQPtS=w203-h233-k-no,https://lh5.googleusercontent.com/p/AF1QipMMSe_N1u4V9GaRhgb59r1XNq5f0f8Qif17b5cv=w203-h192-k-no
