name,city,state,latitude,longitude,rating,types,working_hours,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8
Kip Barry,Houston,TX,33.8048887,-117.9120871,4.8,Magician; Amusement center; Banquet hall; Cafe; Comedy club; Magic store; Dinner theater; Non-profit organization; Novelty store; Theater production,,https://lh5.googleusercontent.com/p/AF1QipNEeWIYAY2N-RRxk4wARTeJpwRX6KUJpWLTOrMN=w203-h113-k-no,https://lh5.googleusercontent.com/p/AF1QipPAoRWtl5nb7Bk5icZ8AMJQxE4aAIfXhoiN1_mO=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipM2OTmbd00Doh7QzoBOAwCl7V3KXXLQcu9ZrLs1=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipPLqUNFzse3snzqAfL6s1aGUOXx4df1EMpg9M8n=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipN4ubt0Ysbr4p-6U5uaOGf0T71FFXz97YdmHKfL=w203-h194-k-no,https://lh5.googleusercontent.com/p/AF1QipPtCRST2hr1RInE4UiDrwAnC8VPleyrjkfTvefM=w203-h253-k-no,https://lh5.googleusercontent.com/p/AF1QipO-GIxY2rlB7_XSxlfpDeexWOz6K7D3gjEK_M3O=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMoR6ong0PFgeGysVngeK9sUChkbX8vvo3NE5bC=w203-h296-k-no
Ben Seidman,Houston,TX,46.423669,-129.9427086,5,Entertainer; Service establishment,Tuesday: 10 AM–1 AM; Wednesday: 10 AM–1 AM; Thursday: 10 AM–1 AM; Friday: 10 AM–1 AM; Saturday: 10 AM–1 AM; Sunday: 10 AM–1 AM; Monday: 10 AM–1 AM,https://lh5.googleusercontent.com/p/AF1QipPfoSb2r-ZA0O6UNYVCEmiY7s78QKS-TyjT6jc8=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMGVYcuLuHNUvsuaDt7oOCMOUezA1aeydSvOSa4=w239-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipNiL0TXCGXh37SLX8ifLp8teBm_ByZ-wIBtu0Mh=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOLQfo-YG8-Sv7PunxFIL40zSmt7EafK7VGuF8Z=w203-h113-k-no,https://lh5.googleusercontent.com/p/AF1QipNJZ9xyZkuPZXbqSx0joJlpKkFFa_pbOdoLdNuq=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipORcp__c-xbL3UyKcO5eUjwLCOA0ZQjo2ytD96l=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOKO-9X3B1-OzOEMhdIbZ2njrgv_e4lU-71nM5T=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOf95yhPjZfH0uiY5q6eCHmWUEevL9WHSD9z3af=w203-h313-k-no
Yancy Martin,Sugar Land,TX,33.6929866,-118.011513,5,Magician; Service establishment,,https://lh5.googleusercontent.com/p/AF1QipNo6OpAr4prgnv5TFISm3I3M-sz1KZkGCS4Pq8J=w203-h360-k-no,,,,,,,
Don Frank,Houston,TX,37.2691675,-119.306607,5,Magician; DJ service; Service establishment,,https://lh5.googleusercontent.com/p/AF1QipMoNqVD-xqRR235tUlHrbSYZhRLXAye0U_Yyn-P=w203-h376-k-no,https://lh5.googleusercontent.com/p/AF1QipNFTpWHmB2tTP9_Dqjl6sMOOeIwr4NkkwfU5qA9=w203-h177-k-no,,,,,,
Michael Campion,Houston,TX,34.020479,-118.4117325,,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,,,,,,,,
Dan Bowen,Houston,TX,34.0977929,-118.3468436,,Entertainer; Event planner; Entertainment agency; Party planner,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HWj1FlfnXpMjibN6P84yTw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=102.01049&pitch=0&thumbfov=100,,,,,,,
Chipper Lowell,The Woodlands,TX,51.2072,-121.9883,5,Magician; Service establishment,Tuesday: 10 AM–6 PM; Wednesday: 10 AM–6 PM; Thursday: 10 AM–6 PM; Friday: 10 AM–6 PM; Saturday: 10 AM–6 PM; Sunday: 11 AM–5 PM; Monday: 10 AM–6 PM,https://lh5.googleusercontent.com/p/AF1QipP-iEPL6HmGbu3D6bQUZnigWQYQmRj4Tx4V5rZ8=w203-h227-k-no,https://lh5.googleusercontent.com/p/AF1QipM57RHdgghw52vhkXH3Geqz4h7h50mCSxzcHqpt=w203-h123-k-no,https://lh5.googleusercontent.com/p/AF1QipOuC_vcnUcQZpZtJ8RXfewKGCRD0gPsY-0RUiJM=w233-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipPseNgUTm17QBccncOpDAF3tA8toeOzqO9a8f9m=w203-h148-k-no,https://lh5.googleusercontent.com/p/AF1QipOSE7tjG0QrKLuk4Ug-4BJ3fmfR4dsWFSHZhOvl=w203-h122-k-no,https://lh5.googleusercontent.com/p/AF1QipNCpsOxXRFYQBPFQgbtKxTeG71wHuwBcolGoGLe=w203-h113-k-no,https://lh5.googleusercontent.com/p/AF1QipMorpEclfgcPjMNb9N6k0znSphSZPuxquV1y5Nr=w203-h207-k-no,https://lh5.googleusercontent.com/p/AF1QipOSLK7MRKRZmgveBHAQDeI-v4WOTwzsIX9V21cF=w203-h289-k-no
White Rabbit,Houston,TX,33.786671,-118.1134476,5,Entertainment agency; Service establishment; Magician,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNJm3qeyJ7dB-DUewx-9ScRONBqXmPuMsM6nHDF=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPd85VK3enhCDarcj-_1bjR4r_S4ZfJBpvoeH_P=w203-h303-k-no,https://lh5.googleusercontent.com/p/AF1QipO4baYV8sAJaLyjkMxeMaEdsmss_1fR2gYelOw_=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPrA1oHtACVf6JikLuhqwyergaxrk3yKsTt3HdK=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOpDDMVLLXNooa98uvsRN74wIJDIm9fFg3G6aUE=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipO6sC5nctJvtgG8f-Uj2i6L7E8OuhyBkI4BHWyp=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOUa9ZZEKE1UVZcYUh6Q1ubBhvHBcXhc5meGllu=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPK2ilNoU2wigXPPeb3a0HJRj5sYMk-aT6Yr0oO=w203-h294-k-no
DTLA,Houston,TX,34.0401017,-118.254718,5,Psychic,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNhojG_4r2bG3mdurdNwnjgQCPCorK0hoJGQCG4=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipN7fXTwoXr3Q7ffoq_9J6OxPraU2lwE98rLjHHU=w203-h128-k-no,https://lh5.googleusercontent.com/p/AF1QipMtL0yY1_AnJPPLx3mh9UyVM7DgBkl8XcgSNyYM=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPHlsn20-3v9b4q90YrDgegXU_a29L_qr6bkaeF=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOiv1-my8tEpqj46pHJMB6yhsOy_lsC5gl17q8-=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPLrbLKGCqmhnoWCXk7b5B7suq_tGRtw-9nWq_u=w237-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipO8OQP5U5C4_QY8TPHcOPVKxVpYvQnAIU5-lSyv=w203-h310-k-no,https://lh5.googleusercontent.com/p/AF1QipMBdjQzLf9TL_3otihzeUgYnH9MkZnQ0Cds7Z2-=w203-h270-k-no
Geebo,Houston,TX,34.0035261,-118.3226795,,Magician,,https://lh5.googleusercontent.com/p/AF1QipNKbhvf0tuQ8Ma_rB8wLaFD95GVJFgJh2wYov2m=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPuzQTjlvpDhkTypIHPoz_3Hlf_mWP-UXIJaPIK=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPZobohpf9Oe0SxnBe9ABqaoqUr8Vkm6OWIC6ia=w203-h304-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G9ne6sS0MBaghdcReqMt8A&cb_client=search.gws-prod.gps&w=203&h=100&yaw=176.01813&pitch=0&thumbfov=100,,,,
Yombu,Houston,TX,34.0482693,-118.2551859,4.4,Party planner; Balloon artist; Children's party service; Event planner; Magician,Tuesday: 9 AM–5 PM; Wednesday: 9 AM–5 PM; Thursday: 9 AM–5 PM; Friday: 9 AM–5 PM; Saturday: Closed; Sunday: Closed; Monday: 9 AM–5 PM,https://lh5.googleusercontent.com/p/AF1QipPk_fanqxnTQr8GFJmiuPFkf4mWjliFSUxYbd3z=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipNGPYylAfmVWEVbl-bouDko4VmztGYXOnu43GaV=w203-h131-k-no,https://lh5.googleusercontent.com/p/AF1QipNxEmzXlr1gqFT2WeN_ZqjOBe-L_EHN-7wwnKqv=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipN6AtHx6Lp9Kwnts_dgj5FLjJEoCz_j0-q3v6bs=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOXOXbpU_FbQ3ufWYTXc7SDrI9ZRroB7LeZwZ_9=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipNL3RuvNhJENT4nok8KMUUDve-3tcwbf_9HQ71I=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMUqqzPxLYbLtyj_EekGDlkMdxQPRl7A3tmvACI=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNBB1XKwe4Rrf1alP-_rtYy66Nnyt27DQzqtbVx=w203-h203-k-no
Alexander Thorn,Houston,TX,35.8167379,-120.64406,,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNkk4ilKqZAzBJe5emC78gIsJPCer68cQhvuBA0=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipPrpO4V9PLnDbVb_o3B7330dgZV-dWbayLnpXK0=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipO8L782gakDHBadW7ACfkTX3oowmG_76lsbrh3s=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOemPrrnlfnu55z3jrjehv4c1YxgrW3dXUTLFJC=w203-h311-k-no,https://lh5.googleusercontent.com/p/AF1QipOYc8TLiihd0GKi9S1GUj6bgc8UwMKH11-n55G0=w203-h203-k-no,,,
Harvey Simpson,Houston,TX,34.4863645,-116.8837565,,Entertainer; Service establishment,Tuesday: 9 AM–6 PM; Wednesday: 9 AM–6 PM; Thursday: 9 AM–6 PM; Friday: 9 AM–6 PM; Saturday: 9 AM–6 PM; Sunday: 9 AM–6 PM; Monday: 9 AM–6 PM,https://lh5.googleusercontent.com/p/AF1QipNFJtHOFCz-Vo7QdJKZ9pZK0_kcm3HVd_g43F07=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNy0rHFdOrwIFXqZnnSmlQeKgR4vf8DHM1pEiHT=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMh6sfMuuBVl7oZ8fyghPkSk6qrA-NrxTTNftSF=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNTeNMVto07VBiCVR0jAzI4RtBZqMNZXx5YYnh7=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMmBTbb1j_P_UP0ZVOyRNyR8GDWwcW-vgkY1iQa=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipO7685RIbHmL655sOPZ6hAFLs6AF1NRSRarkQzL=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOasJGcCFjYKJMb6TDLxXnl1vlhl0gLKFbxKEb7=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOUdAuvFHAWRUrU-rvK8Rg0Wyt61cZQZ0keDwNy=w203-h152-k-no
Dan Ray,Houston,TX,33.8256055,-118.641338,,Magician; After school program; Entertainer; Service establishment; Party planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMC1mCa8bxx5wIIkOesx-2txeCmWLD19KtcQNzu=w203-h304-k-no,,,,,,,
Not provided.,Miami,FL,33.8748043,-117.978512,4.7,Magician; Bouncy castle hire; Costume rental service; Entertainer; Entertainment agency; Event planner; Children's party service; Party equipment rental service; Party planner; Pony ride service,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMbh00If_GV6f0OcLPrwyBPwCr3LfFXk4w1hqIh=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNkBHZDYXTwprKNEpnvpciIdbunRmsVTaQ-gQu4=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPW74BH7NlbCx678YpP23n5ZCEouAXwmH7D5bw2=w203-h251-k-no,https://lh5.googleusercontent.com/p/AF1QipMsY8dJvP_V46hsk1VYdnYOQHLHoGwKwsRV-q8p=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNB0DtT-4i6tqrx7RTiS4jsvHiq6xqPe8Ly60sB=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMDbkThWNtnbcCzXzbjbF-QEWj93zEHlmomwf7B=w203-h311-k-no,https://lh5.googleusercontent.com/p/AF1QipNWQzkb8vnv1NMQjSkl81j6KbRy6qG28IZZzh1L=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPtB9iaJ4ann3u03Xd2NsRnh3VSFha-ACp2QnI3=w203-h270-k-no
Austin Brooks,Miami,FL,37.2691675,-119.306607,,Magician; Entertainer; Service establishment,,https://lh5.googleusercontent.com/p/AF1QipObsI7_Mwxf4faWU6xVp3Ij5BPA0Tv4ZVmbVrTd=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipMvOolF7wreFRREMrLE7F2wb_1PiKfcgydXQpea=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipO5JKjVfJEVk-bIeDOD7NaUi62JLw43BjKQnhuR=w203-h148-k-no,https://lh5.googleusercontent.com/p/AF1QipPqH7pwhv74vToIwIvWUcE71ixm73DaPIC56xa5=w203-h148-k-no,,,,
Magicians,Miami,FL,34.571614,-116.425448,5,Magician; Bouncy castle hire; Costume rental service; Entertainer; Entertainment agency; Service establishment; Event planner; Children's party service; Party equipment rental service; Party planner; Pony club,,https://lh5.googleusercontent.com/p/AF1QipN7DWYP3_U45Xs3veAoBLbMOh0d2jE5x4Ejopc7=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipO4PaZGFKchm5tPkcUaLlwGvk_klyxSL4mggCgS=w203-h120-k-no,https://lh5.googleusercontent.com/p/AF1QipN7iFN_RzVpQom7aRhZ8wfiY3iROKAQICX7dEwS=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipONRmYzB70ImyWqNyi14uUUlZf1_t31d8W9HmCl=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPJ5jmP1d-JGZFAdwHE8yjJaDU3aNufwzBRxu7_=w203-h303-k-no,https://lh5.googleusercontent.com/p/AF1QipNi_xZD67Yebnu61fIEJegGDLKJ_r3yC91Gae9Y=w203-h251-k-no,https://lh5.googleusercontent.com/p/AF1QipOJAOoonI6USeWdSNw2z7yvXH76qRTEO7JQ-D4e=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPtV3KI7JLPX3X7GBsdPIv3AeL1looHGqrM29qQ=w203-h152-k-no
Magic Master,Miami,FL,33.835649,-118.0405814,5,Floor sanding and polishing service; Carpet cleaning service; Service establishment; Upholstery cleaning service; Wood floor refinishing service,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNM6_ujwiZa2q5SMOSb8IlAb7PoGicA0E0EJ3Y-=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipOcZNjC9Rq_6X7Q81lYtu3JWzrQRo3mu2jX3_ZY=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMO88ZkORygZdAHuD1wCZ4xmxTvXDM7R3y4BjpW=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMw6OiX2KatsbeG0Y9GswYZBJZGSSY7kWFbKn6D=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipM98WzjcfZIRDHQnV9HQXk1di7zZ3iMj_rbg921=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNTjyiQnAZVSf367QndkrnjOKBtokwsFdgwexBX=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNmepUZ55T9WH3DE4LKU6pAOxxNruTfJgCzs51Z=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMTMQmsP0NuAtdW2CKz0s68uph8gkX8sQXNaKRi=w203-h152-k-no
Magic Market,Fort Lauderdale,FL,34.0636482,-118.237486,3.6,Shopping mall,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JjVYpWtyMmRHAAe4-gu23A&cb_client=search.gws-prod.gps&w=203&h=100&yaw=347.68497&pitch=0&thumbfov=100,,,,,,,
Magician,Hialeah Gardens,FL,46.423669,-129.9427086,,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNwD2OiI9uIp0R5JLHTVhJp7P8u8J36b_vYijxB=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOD3tUDvlKzSkOInSx72HmSFtDM9mZInwYhjdgC=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOZwF3kTO1abOizC-lkhHFAOrvLvZXXkQnVVsX9=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipO0dDVyANh2_bto5wd2ly5MACLiDc2TJw0PnWEB=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMAq4ugxgIUAN0CE_n5Ha7nVc5kFUTXuEBjS1VA=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipM2Ci7vBFKuZ-ifVNqX1MqatA5gmE4V-a05cLZi=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipNL57mb_vu54tczmRnIAucN-ibIs1DFT4MOICYz=w203-h304-k-no,
Derek Ostovani,Miami,FL,32.8245525,-117.1089784,5,Magician; Service establishment,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNghEfgUgiJBFWfxxtreDkmWruvOt3hferLc-8Z=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMiBwPi-u8hXZK2dydBhc3XiyRbZDwJZCgrvhw1=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPyZ3euyM1725bZNbEs2wHxlO_TPkg78vlQ9ih7=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOLvDxw3FCDHnZpsk5GpW6hpMhZZs1OPaBqa-0T=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOX4kAlndnuNy39ofU3oUzbq9sosqAtSjwp4Ry8=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMe8loIaVQfxGrVm8I1CP1bAJ-euJpoMQKT00SY=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipN0XeYn_FHMJrfVAo5bOOddLGee5K2wOcH_vhKB=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipM6UTdVCGS3fyLBPBR26_keJW771B6zgebN8SF7=w203-h135-k-no
Eder,Miami,FL,33.786671,-118.2990476,,Magician; Service establishment,,,,,,,,,
Magic,Miami,FL,40.7296284,-74.0011607,4.7,Magician,Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed; Monday: 7:30–10:15 PM,https://lh5.googleusercontent.com/p/AF1QipOuRhQ01C3Ye9b4ajrkBWXAosXGCrg_HNmJmDsm=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNQgsUxIcwgQvuULlkkcGxFyg20iofHjfhZ1W6F=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNXZwLxlh9cvwnhx5dQlHS6G9-nTepCB9-G31f7=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPKScIJOPaZNApXKTY2GNL5ltYWY8KUSDu0ZzOX=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMr3sLQLeCQ3tMGPYt-wIKr53mz2_IK1xpvRz9i=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMJRd5fnmhCv1nbBQXnMqots0kbq0NrVwOAUqAH=w203-h129-k-no,https://lh5.googleusercontent.com/p/AF1QipPzSXinwrP07K6il0AxRdUJeaH_0nyviTKzUZ9x=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMmWe4DdPlLkvJy-QyQIDfWr3tKhUhdTctofvE3=w203-h152-k-no
The Magician,Miami,FL,40.7198461,-73.9873253,4.3,Bar; Nightlife,Tuesday: 5 PM–2 AM; Wednesday: 5 PM–2 AM; Thursday: 5 PM–2 AM; Friday: 5 PM–4 AM; Saturday: 5 PM–4 AM; Sunday: 5 PM–2 AM; Monday: 5 PM–2 AM,https://lh5.googleusercontent.com/p/AF1QipOi3j1SUcq6hYS7s6qoN0-0irZSwVxpjBswTXY=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMMY-DFf-zEGXnmOs_O6verRPU7cxf5NbcKttw=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNuAC_cgyIa8qB3UPk0iB9hXIsudW7r04lJVsc=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPWlYGka6WYFl9YjhYkvXhAAdplR5eEUDzNXUnz=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOQhbJcBFmOTSJDy_GjPmxdjd5xzRApoWtw_0U=w203-h213-k-no,https://lh5.googleusercontent.com/p/AF1QipMmHMuOkggWS4IH3zfy6Vt7uHyPtCPbHq3UsTw=w203-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNY_58KOn7C8snyi2YNvk0qKh73qIchX9lwHuY=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipPymF2KKZlL8JU9PIPaMjx3NykYdV0ZWj8P11g=w203-h135-k-no
Jacobson,Miami Beach,FL,40.716628,-73.9448356,5,Magician; Entertainer; Service establishment; Event planner; Performing arts group; Wedding service,Tuesday: 10 AM–2 AM; Wednesday: 10 AM–2 AM; Thursday: 10 AM–2 AM; Friday: 10 AM–2 AM; Saturday: 10 AM–2 AM; Sunday: 10 AM–2 AM; Monday: 10 AM–2 AM,https://lh5.googleusercontent.com/p/AF1QipNOrk5c4bfuPCKCtGElItTMkluFzez1Y0g2AuQt=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOeTzrwofP7nXitS35BvV-Q5PTmfihZHZZTlnei=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipO5eTBPJInqgCADTCnNVRDeWD3oYb80dhYPWR4t=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNScgg2NQgxEV3MNoK2MMFa_P6hkKzCcYvHlOfP=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMN2VEHBgmEvvUPmJ9xwgXJfiVnrUSbTBmGdki3=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPoQ9YPxASbdq4zH6zbEuAxxts5qpYc1j31Z_hX=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPMNEh5s1IYMWmsnD7MxAXEjQWHStgxRh4mhjAb=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipMVLn89iqmKWTJgTdmCcLMFCfIglq6mNoshM8ti=w203-h186-k-no
Steve Cohen,Miami Beach,FL,40.7579771,-73.97516,4.9,Magician,Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 7–11:30 PM; Saturday: 7–11:30 PM; Sunday: Closed; Monday: Closed,https://lh5.googleusercontent.com/p/AF1QipMaIgFLLe_yUav7CfEYtkHzQeOfwJxSDCUhmbbf=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOTnH86PAQtbQnzjzO1Kfs9KPRVro1zoE2I3qEd=w203-h139-k-no,https://lh5.googleusercontent.com/p/AF1QipNKbEe-IWT2B-yLK_UNlht6JXaY49mmJXSvSTeZ=w203-h147-k-no,https://lh5.googleusercontent.com/p/AF1QipMUtatqQmRpurMEJEwWWN4KBu1mxEslOwIpdh_M=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipOX9xUY66YxYRZcIApQUCajIioZOjByssachjeC=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPFqTWlQqNuJqpYFsbfRe38SN-kB5Vvz-XZjhpP=w243-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipPiKtC5M7gbu0wZB8hXMZAW2w4OBBQ8JIJb1v0r=w203-h137-k-no,https://lh5.googleusercontent.com/p/AF1QipPWPjht2zM_sR3jS9kWJYUybGs07bck0-BwoJMf=w203-h270-k-no
Hayden Childress,Miami,FL,40.6974881,-73.979681,5,Magician; Entertainer; Service establishment; Event planner,Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours; Monday: Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPSrnPYY4hxgqAHuGPg5Lpi0EwDpWDHu80M_i_6=w203-h126-k-no,https://lh5.googleusercontent.com/p/AF1QipM_j6ZQmmPupCV8baeySAQwLlBhRtnGveN1PZ6F=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNs8pUys82lHlb5VE5I0xfa7We_W2mNnH3_cN4r=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipN8NoDPHoSdBU72d7babYbwcfcXt2hrD5h-w7pP=w216-h100-k-no,https://lh5.googleusercontent.com/p/AF1QipMpNPfUQvgvgmW6hfaAzks5GOmJDEsOmIaq4PPh=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipM6tl9QenOR4xelKX5NUQMasWT5jrlLmzGeKQn5=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipN4GQjfEZh7DcqiM40jUs8ASKgb_dcS3b1zXPbz=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOYdO0jrrXOHYdX3_KzC55TSj1Rysxw-fP0GuuL=w203-h135-k-no
